,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Time,Spa.5,Spa.6,Spa.7,Spa.8,Spa.9,Spa.10,Spa.11,Spa.12,M1  ,M2  ,M3  ,M4  ,M5  ,M6  ,M7  ,M8  ,M9  ,M10  ,M11 ,M12 ,M13 ,M14 ,M15 ,M16 ,M17 ,M18 ,M19 ,M20 ,Mdly,TM1 ,TM2 ,TM3 ,TM4 ,TM5 ,TM6 ,TM7 ,TM8 ,TM9 ,TM10,TM11,TM12,TM13,TM14,TM15,TM16,TM17,TM18,TM19,TM20,Stack,Rs-Check,Vab ,Pab ,Rab ,Latitude,Longitude,Name,Channel,Overload,Tx-Bat,Rx-Bat,Temp.,Date,Gapfiller,Synch,Cole Tau,Cole M,Cole rms
,Dipole Dipole,230.00,235.00,255.00,260.00,0.05,451.40,636.19,-31.17,-0.019,706.579,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,298.61,-87.12,1087.30,1091.46,625.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.56,273,193,0.4,00.000000,00.000000,.TTTTTT,4,0,11.68,11.82,46.1,21/10/2017 5:44:48 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,230.00,235.00,260.00,265.00,0.13,382.40,540.69,35.95,-0.029,706.579,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,824.65,816.29,741.57,481.20,460.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.53,273,193,0.4,00.000000,00.000000,.TTTTTT,5,0,11.68,11.82,46.1,21/10/2017 5:44:48 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,230.00,235.00,265.00,270.00,-0.07,420.93,572.52,387.57,0.010,706.579,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,379.63,646.46,1003.31,820.46,607.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.74,273,193,0.4,00.000000,00.000000,.TTTTTT,6,0,11.68,11.82,46.1,21/10/2017 5:44:48 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,230.00,235.00,270.00,275.00,0.00,0.00,0.00,-447.95,0.000,706.579,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.85,273,193,0.4,00.000000,00.000000,.TTTTTT,7,0,11.68,11.82,46.1,21/10/2017 5:44:48 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,230.00,235.00,275.00,280.00,-0.92,466.59,839.45,2.64,0.057,706.579,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,934.52,557.63,1388.61,1146.99,1470.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.60,273,193,0.4,00.000000,00.000000,.TTTTTT,8,0,11.68,11.82,46.1,21/10/2017 5:44:48 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,230.00,235.00,280.00,285.00,1.89,168.17,765.73,46.63,-0.086,706.579,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1109.38,977.27,952.38,1048.19,1034.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.65,273,193,0.4,00.000000,00.000000,.TTTTTT,9,0,11.68,11.82,46.1,21/10/2017 5:44:48 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,230.00,235.00,285.00,290.00,-1.68,123.48,859.15,-30.18,0.057,706.579,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1462.80,1265.42,785.71,765.24,950.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.55,273,193,0.4,00.000000,00.000000,.TTTTTT,10,0,11.68,11.82,46.1,21/10/2017 5:44:48 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,230.00,235.00,290.00,295.00,1.45,714.75,875.39,20.89,-0.038,708.915,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,833.33,1036.93,1303.57,842.99,761.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.41,273,193,0.4,00.000000,00.000000,.TTTTTT,1,0,11.68,11.87,46.1,21/10/2017 5:45:38 PM,0,1,0.0,0.00,0.0
,Dipole Dipole,230.00,235.00,295.00,300.00,-1.39,468.00,573.18,-26.71,0.029,708.915,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,715.28,1462.12,599.21,641.26,400.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.36,273,193,0.4,00.000000,00.000000,.TTTTTT,2,0,11.68,11.87,46.1,21/10/2017 5:45:39 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,230.00,235.00,300.00,305.00,-1.73,771.63,945.05,-2.89,0.029,708.915,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,888.89,1155.30,789.68,971.54,947.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.31,273,193,0.4,00.000000,00.000000,.TTTTTT,3,0,11.68,11.87,46.1,21/10/2017 5:45:39 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,230.00,235.00,305.00,310.00,2.13,392.86,760.25,47.53,-0.029,708.915,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1736.98,1752.84,750.00,1051.07,905.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.40,273,193,0.4,00.000000,00.000000,.TTTTTT,4,0,11.68,11.87,46.1,21/10/2017 5:45:39 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,235.00,240.00,245.00,250.00,221.11,0.01,0.88,-29.01,-1459.971,622.323,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.46,1.85,1.33,0.87,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.30,305,190,0.5,00.000000,00.000000,.TTTTTT,1,0,11.68,11.85,46.1,21/10/2017 5:46:25 PM,0,1,0.0,0.00,0.0
,Dipole Dipole,235.00,240.00,250.00,255.00,457.09,0.04,1.04,-467.26,-754.545,622.323,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.96,2.21,1.56,1.06,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.46,305,190,0.5,00.000000,00.000000,.TTTTTT,2,0,11.68,11.85,46.1,21/10/2017 5:46:25 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,235.00,240.00,255.00,260.00,642.72,0.08,2.51,-31.99,-424.393,622.323,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.44,5.05,3.70,2.51,1.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.57,305,190,0.5,00.000000,00.000000,.TTTTTT,3,0,11.68,11.85,46.1,21/10/2017 5:46:25 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,235.00,240.00,260.00,265.00,1095.09,0.29,2.79,33.93,-361.546,622.323,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.30,5.63,4.17,2.85,1.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.52,305,190,0.5,00.000000,00.000000,.TTTTTT,4,0,11.68,11.85,46.1,21/10/2017 5:46:25 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,235.00,240.00,265.00,270.00,1065.32,0.46,3.91,386.78,-200.982,622.323,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.98,7.76,5.76,3.95,2.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.74,305,190,0.5,00.000000,00.000000,.TTTTTT,5,0,11.68,11.85,46.1,21/10/2017 5:46:25 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,235.00,240.00,270.00,275.00,1107.34,0.02,4.08,-448.74,-130.568,622.323,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.59,8.30,6.09,4.28,2.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.85,305,190,0.5,00.000000,00.000000,.TTTTTT,6,0,11.68,11.85,46.1,21/10/2017 5:46:25 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,235.00,240.00,275.00,280.00,657.28,1.17,3.90,2.72,-51.667,622.323,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.13,8.06,6.09,3.94,2.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.59,305,190,0.5,00.000000,00.000000,.TTTTTT,7,0,11.68,11.85,46.1,21/10/2017 5:46:25 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,235.00,240.00,280.00,285.00,640.82,2.14,5.94,51.12,-35.261,622.323,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.68,10.48,8.19,6.79,3.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.66,305,190,0.5,00.000000,00.000000,.TTTTTT,8,0,11.68,11.85,46.1,21/10/2017 5:46:25 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,235.00,240.00,285.00,290.00,685.03,1.91,3.52,-34.61,-27.414,622.323,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.92,6.77,5.39,3.37,2.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.54,305,190,0.5,00.000000,00.000000,.TTTTTT,9,0,11.68,11.85,46.1,21/10/2017 5:46:25 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,235.00,240.00,290.00,295.00,698.88,1.19,6.53,17.14,-20.976,622.323,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.08,11.01,10.15,7.85,3.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.41,305,190,0.5,00.000000,00.000000,.TTTTTT,10,0,11.68,11.85,46.1,21/10/2017 5:46:25 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,235.00,240.00,295.00,300.00,654.20,3.26,3.17,-23.64,-15.132,623.465,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.39,9.29,5.01,3.15,1.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.37,308,192,0.5,00.000000,00.000000,.TTTTTT,1,0,11.68,11.87,45.6,21/10/2017 5:47:15 PM,0,1,0.0,0.00,0.0
,Dipole Dipole,235.00,240.00,300.00,305.00,660.00,1.95,4.85,-2.71,-11.995,623.465,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.21,6.65,10.00,4.00,3.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.31,308,192,0.5,00.000000,00.000000,.TTTTTT,2,0,11.68,11.87,45.6,21/10/2017 5:47:15 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,235.00,240.00,305.00,310.00,597.21,3.91,6.24,27.51,-8.683,623.465,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.05,9.26,9.68,5.40,4.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.40,308,192,0.5,00.000000,00.000000,.TTTTTT,3,0,11.68,11.87,45.6,21/10/2017 5:47:15 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,235.00,240.00,310.00,315.00,505.47,4.23,3.39,-36.35,-5.971,623.465,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.31,0.25,13.27,0.06,2.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.40,308,192,0.5,00.000000,00.000000,.TTTTTT,4,0,11.68,11.87,45.6,21/10/2017 5:47:15 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,240.00,245.00,250.00,255.00,122.00,0.01,0.10,-452.46,-921.102,711.590,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.28,0.17,0.09,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.46,275,195,0.4,00.000000,00.000000,.TTTTTT,1,0,11.68,11.85,45.6,21/10/2017 5:48:01 PM,0,1,0.0,0.00,0.0
,Dipole Dipole,240.00,245.00,255.00,260.00,186.70,0.04,1.26,-26.15,-352.400,711.590,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.44,2.79,2.00,1.20,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.57,275,195,0.4,00.000000,00.000000,.TTTTTT,2,0,11.68,11.85,45.6,21/10/2017 5:48:01 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,240.00,245.00,260.00,265.00,326.77,0.14,1.44,33.05,-246.717,711.590,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.99,2.16,1.45,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.53,275,195,0.4,00.000000,00.000000,.TTTTTT,3,0,11.68,11.85,45.6,21/10/2017 5:48:01 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,240.00,245.00,265.00,270.00,314.01,0.42,2.25,393.63,-118.541,711.590,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.24,5.01,3.73,1.96,1.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.74,275,195,0.4,00.000000,00.000000,.TTTTTT,4,0,11.68,11.85,45.6,21/10/2017 5:48:01 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,240.00,245.00,270.00,275.00,322.41,0.06,2.57,-447.34,-69.551,711.590,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.96,5.25,3.78,2.52,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.85,275,195,0.4,00.000000,00.000000,.TTTTTT,5,0,11.68,11.85,45.6,21/10/2017 5:48:01 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,240.00,245.00,275.00,280.00,181.35,2.28,1.35,3.55,-24.450,711.590,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.68,5.99,5.63,0.12,-0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.59,275,195,0.4,00.000000,00.000000,.TTTTTT,6,0,11.68,11.85,45.6,21/10/2017 5:48:01 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,240.00,245.00,280.00,285.00,164.80,6.33,7.78,56.84,-14.813,711.590,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.31,12.68,10.61,7.97,5.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.65,275,195,0.4,00.000000,00.000000,.TTTTTT,7,0,11.68,11.85,45.6,21/10/2017 5:48:01 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,240.00,245.00,285.00,290.00,160.71,5.60,-2.76,-40.05,-10.111,711.590,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.73,6.10,4.03,-5.40,-5.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.55,275,195,0.4,00.000000,00.000000,.TTTTTT,8,0,11.68,11.85,45.6,21/10/2017 5:48:01 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,240.00,245.00,290.00,295.00,149.67,10.88,5.65,14.31,-6.849,711.590,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.71,11.74,10.28,5.52,2.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.41,275,195,0.4,00.000000,00.000000,.TTTTTT,9,0,11.68,11.85,45.6,21/10/2017 5:48:01 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,240.00,245.00,295.00,300.00,124.41,13.09,-1.08,-21.21,-4.270,711.590,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.90,14.18,17.63,-12.43,-3.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.37,275,195,0.4,00.000000,00.000000,.TTTTTT,10,0,11.68,11.85,45.6,21/10/2017 5:48:01 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,240.00,245.00,300.00,305.00,115.48,10.51,-3.10,-1.10,-3.000,700.133,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.07,-6.73,-3.96,0.12,-4.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.31,275,192,0.4,00.000000,00.000000,.TTTTTT,1,0,11.68,11.87,45.6,21/10/2017 5:48:52 PM,0,1,0.0,0.00,0.0
,Dipole Dipole,240.00,245.00,305.00,310.00,95.46,17.58,25.93,17.82,-1.948,700.133,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.92,26.71,23.39,37.05,20.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.40,275,192,0.4,00.000000,00.000000,.TTTTTT,2,0,11.68,11.87,45.6,21/10/2017 5:48:52 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,240.00,245.00,310.00,315.00,63.19,40.61,-19.37,-25.42,-1.032,700.133,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-15.46,-7.63,-32.92,-17.71,-18.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.40,275,192,0.4,00.000000,00.000000,.TTTTTT,3,0,11.68,11.87,45.6,21/10/2017 5:48:52 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,240.00,245.00,315.00,320.00,70.58,57.71,57.10,6.78,-0.936,700.133,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.49,-14.39,54.69,116.43,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.36,275,192,0.4,00.000000,00.000000,.TTTTTT,4,0,11.68,11.87,45.6,21/10/2017 5:48:52 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,245.00,250.00,255.00,260.00,101.18,0.03,1.13,-27.21,-874.581,814.632,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.01,2.36,1.73,1.14,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.56,239,195,0.3,00.000000,00.000000,.TTTTTT,1,0,11.68,11.85,45.6,21/10/2017 5:49:38 PM,0,1,0.0,0.00,0.0
,Dipole Dipole,245.00,250.00,260.00,265.00,238.17,0.07,1.25,23.10,-514.662,814.632,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.22,2.51,1.83,1.25,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.52,239,195,0.3,00.000000,00.000000,.TTTTTT,2,0,11.68,11.85,45.6,21/10/2017 5:49:38 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,245.00,250.00,265.00,270.00,250.06,0.19,1.76,397.81,-216.142,814.632,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.91,3.69,2.69,1.72,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.75,239,195,0.3,00.000000,00.000000,.TTTTTT,3,0,11.68,11.85,45.6,21/10/2017 5:49:38 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,245.00,250.00,270.00,275.00,283.99,0.01,2.17,-448.29,-122.735,814.632,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.75,4.46,3.14,2.21,1.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.85,239,195,0.3,00.000000,00.000000,.TTTTTT,4,0,11.68,11.85,45.6,21/10/2017 5:49:38 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,245.00,250.00,275.00,280.00,167.14,1.27,2.65,3.67,-41.276,814.632,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.76,6.28,4.10,2.58,1.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.59,239,195,0.3,00.000000,00.000000,.TTTTTT,5,0,11.68,11.85,45.6,21/10/2017 5:49:38 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,245.00,250.00,280.00,285.00,156.55,3.21,4.24,61.10,-24.163,814.632,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.14,8.04,5.55,4.70,2.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.65,239,195,0.3,00.000000,00.000000,.TTTTTT,6,0,11.68,11.85,45.6,21/10/2017 5:49:38 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,245.00,250.00,285.00,290.00,156.30,3.01,3.01,-44.59,-16.083,814.632,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.60,7.85,4.00,2.91,1.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.55,239,195,0.3,00.000000,00.000000,.TTTTTT,7,0,11.68,11.85,45.6,21/10/2017 5:49:38 PM,0,0,0.0,0.00,0.0
